experiment,episode_id,task_id,topology,fault_type,fault_severity,fault_position,observability,origin_node,predicted_origin,candidate_count,rank,top1_correct,reciprocal_rank
E3_attribution_observability,E2::evaluation-0061-sha::truncation::sev1::early::0::single,evaluation-0061-sha,single,truncation,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0061-sha::truncation::sev1::early::0::single,evaluation-0061-sha,single,truncation,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0063-con::truncation::sev2::middle::0::parallel,evaluation-0063-con,parallel,truncation,2,middle,output_only,worker-2,aggregate,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0063-con::truncation::sev2::middle::0::parallel,evaluation-0063-con,parallel,truncation,2,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0063-con::truncation::sev2::middle::0::parallel,evaluation-0063-con,parallel,truncation,2,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0078-con::timeout::sev2::middle::1::parallel,evaluation-0078-con,parallel,timeout,2,middle,output_only,worker-2,aggregate,5,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0078-con::timeout::sev2::middle::1::parallel,evaluation-0078-con,parallel,timeout,2,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0078-con::timeout::sev2::middle::1::parallel,evaluation-0078-con,parallel,timeout,2,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev2::early::0::single,evaluation-0095-ari,single,truncation,2,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev2::early::0::single,evaluation-0095-ari,single,truncation,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev2::early::0::single,evaluation-0095-ari,single,truncation,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::late::1::sequential,evaluation-0107-evi,sequential,truncation,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::late::1::sequential,evaluation-0107-evi,sequential,truncation,2,late,sparse_trace,step-3,step-1,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0107-evi::truncation::sev2::late::1::sequential,evaluation-0107-evi,sequential,truncation,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0087-evi::timeout::sev1::early::1::parallel,evaluation-0087-evi,parallel,timeout,1,early,output_only,worker-0,aggregate,5,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0087-evi::timeout::sev1::early::1::parallel,evaluation-0087-evi,parallel,timeout,1,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0087-evi::timeout::sev1::early::1::parallel,evaluation-0087-evi,parallel,timeout,1,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev2::late::1::sequential,evaluation-0094-sta,sequential,timeout,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev2::late::1::sequential,evaluation-0094-sta,sequential,timeout,2,late,sparse_trace,step-3,step-0,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev2::late::1::sequential,evaluation-0094-sta,sequential,timeout,2,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0066-sha::wrong_value::sev2::early::0::parallel,evaluation-0066-sha,parallel,wrong_value,2,early,output_only,worker-0,aggregate,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0066-sha::wrong_value::sev2::early::0::parallel,evaluation-0066-sha,parallel,wrong_value,2,early,sparse_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0066-sha::wrong_value::sev2::early::0::parallel,evaluation-0066-sha,parallel,wrong_value,2,early,full_trace,worker-0,worker-0,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0099-sta::wrong_value::sev1::middle::0::single,evaluation-0099-sta,single,wrong_value,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0099-sta::wrong_value::sev1::middle::0::single,evaluation-0099-sta,single,wrong_value,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0099-sta::wrong_value::sev1::middle::0::single,evaluation-0099-sta,single,wrong_value,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0067-evi::wrong_value::sev1::middle::1::single,evaluation-0067-evi,single,wrong_value,1,middle,output_only,step-2,step-0,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0067-evi::wrong_value::sev1::middle::1::single,evaluation-0067-evi,single,wrong_value,1,middle,sparse_trace,step-2,step-1,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0067-evi::wrong_value::sev1::middle::1::single,evaluation-0067-evi,single,wrong_value,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0101-sha::truncation::sev2::middle::1::hierarchical,evaluation-0101-sha,hierarchical,truncation,2,middle,output_only,manager-0,root,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0101-sha::truncation::sev2::middle::1::hierarchical,evaluation-0101-sha,hierarchical,truncation,2,middle,sparse_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0101-sha::truncation::sev2::middle::1::hierarchical,evaluation-0101-sha,hierarchical,truncation,2,middle,full_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0089-sta::referential_drift::sev2::middle::0::single,evaluation-0089-sta,single,referential_drift,2,middle,output_only,step-2,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0089-sta::referential_drift::sev2::middle::0::single,evaluation-0089-sta,single,referential_drift,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0089-sta::referential_drift::sev2::middle::0::single,evaluation-0089-sta,single,referential_drift,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0081-sha::referential_drift::sev2::early::1::sequential,evaluation-0081-sha,sequential,referential_drift,2,early,output_only,step-0,step-1,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0081-sha::referential_drift::sev2::early::1::sequential,evaluation-0081-sha,sequential,referential_drift,2,early,sparse_trace,step-0,step-1,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0081-sha::referential_drift::sev2::early::1::sequential,evaluation-0081-sha,sequential,referential_drift,2,early,full_trace,step-0,step-2,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev2::early::0::sequential,evaluation-0115-ari,sequential,timeout,2,early,output_only,step-0,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev2::early::0::sequential,evaluation-0115-ari,sequential,timeout,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0115-ari::timeout::sev2::early::0::sequential,evaluation-0115-ari,sequential,timeout,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0104-sta::wrong_value::sev1::middle::0::parallel,evaluation-0104-sta,parallel,wrong_value,1,middle,output_only,worker-2,aggregate,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0104-sta::wrong_value::sev1::middle::0::parallel,evaluation-0104-sta,parallel,wrong_value,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0104-sta::wrong_value::sev1::middle::0::parallel,evaluation-0104-sta,parallel,wrong_value,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0068-con::referential_drift::sev2::late::1::single,evaluation-0068-con,single,referential_drift,2,late,output_only,step-3,step-1,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0068-con::referential_drift::sev2::late::1::single,evaluation-0068-con,single,referential_drift,2,late,sparse_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0068-con::referential_drift::sev2::late::1::single,evaluation-0068-con,single,referential_drift,2,late,full_trace,step-3,step-1,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0100-ari::wrong_value::sev1::late::0::single,evaluation-0100-ari,single,wrong_value,1,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0100-ari::wrong_value::sev1::late::0::single,evaluation-0100-ari,single,wrong_value,1,late,sparse_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0100-ari::wrong_value::sev1::late::0::single,evaluation-0100-ari,single,wrong_value,1,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0110-ari::timeout::sev1::middle::1::parallel,evaluation-0110-ari,parallel,timeout,1,middle,output_only,worker-2,aggregate,5,2,0,0.5
E3_attribution_observability,E2::evaluation-0110-ari::timeout::sev1::middle::1::parallel,evaluation-0110-ari,parallel,timeout,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0110-ari::timeout::sev1::middle::1::parallel,evaluation-0110-ari,parallel,timeout,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev1::middle::0::sequential,evaluation-0119-sta,sequential,timeout,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev1::middle::0::sequential,evaluation-0119-sta,sequential,timeout,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::timeout::sev1::middle::0::sequential,evaluation-0119-sta,sequential,timeout,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::early::1::hierarchical,evaluation-0118-con,hierarchical,timeout,2,early,output_only,worker-0,root,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::early::1::hierarchical,evaluation-0118-con,hierarchical,timeout,2,early,sparse_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev2::early::1::hierarchical,evaluation-0118-con,hierarchical,timeout,2,early,full_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::referential_drift::sev1::early::1::single,evaluation-0079-sta,single,referential_drift,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0079-sta::referential_drift::sev1::early::1::single,evaluation-0079-sta,single,referential_drift,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::referential_drift::sev1::early::1::single,evaluation-0079-sta,single,referential_drift,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0102-evi::wrong_value::sev2::late::1::sequential,evaluation-0102-evi,sequential,wrong_value,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0102-evi::wrong_value::sev2::late::1::sequential,evaluation-0102-evi,sequential,wrong_value,2,late,sparse_trace,step-3,step-2,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0102-evi::wrong_value::sev2::late::1::sequential,evaluation-0102-evi,sequential,wrong_value,2,late,full_trace,step-3,step-1,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0114-sta::wrong_value::sev2::early::0::hierarchical,evaluation-0114-sta,hierarchical,wrong_value,2,early,output_only,worker-0,root,7,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0114-sta::wrong_value::sev2::early::0::hierarchical,evaluation-0114-sta,hierarchical,wrong_value,2,early,sparse_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0114-sta::wrong_value::sev2::early::0::hierarchical,evaluation-0114-sta,hierarchical,wrong_value,2,early,full_trace,worker-0,worker-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0073-con::referential_drift::sev2::early::1::single,evaluation-0073-con,single,referential_drift,2,early,output_only,step-0,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0073-con::referential_drift::sev2::early::1::single,evaluation-0073-con,single,referential_drift,2,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0073-con::referential_drift::sev2::early::1::single,evaluation-0073-con,single,referential_drift,2,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::referential_drift::sev1::middle::0::hierarchical,evaluation-0095-ari,hierarchical,referential_drift,1,middle,output_only,manager-0,root,7,5,0,0.2
E3_attribution_observability,E2::evaluation-0095-ari::referential_drift::sev1::middle::0::hierarchical,evaluation-0095-ari,hierarchical,referential_drift,1,middle,sparse_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::referential_drift::sev1::middle::0::hierarchical,evaluation-0095-ari,hierarchical,referential_drift,1,middle,full_trace,manager-0,manager-0,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0100-ari::timeout::sev1::middle::1::sequential,evaluation-0100-ari,sequential,timeout,1,middle,output_only,step-2,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0100-ari::timeout::sev1::middle::1::sequential,evaluation-0100-ari,sequential,timeout,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0100-ari::timeout::sev1::middle::1::sequential,evaluation-0100-ari,sequential,timeout,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0061-sha::timeout::sev2::late::1::sequential,evaluation-0061-sha,sequential,timeout,2,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0061-sha::timeout::sev2::late::1::sequential,evaluation-0061-sha,sequential,timeout,2,late,sparse_trace,step-3,step-2,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0061-sha::timeout::sev2::late::1::sequential,evaluation-0061-sha,sequential,timeout,2,late,full_trace,step-3,step-2,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0099-sta::timeout::sev2::middle::1::sequential,evaluation-0099-sta,sequential,timeout,2,middle,output_only,step-2,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0099-sta::timeout::sev2::middle::1::sequential,evaluation-0099-sta,sequential,timeout,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0099-sta::timeout::sev2::middle::1::sequential,evaluation-0099-sta,sequential,timeout,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev1::middle::0::parallel,evaluation-0094-sta,parallel,timeout,1,middle,output_only,worker-2,aggregate,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev1::middle::0::parallel,evaluation-0094-sta,parallel,timeout,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0094-sta::timeout::sev1::middle::0::parallel,evaluation-0094-sta,parallel,timeout,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0114-sta::referential_drift::sev1::middle::1::single,evaluation-0114-sta,single,referential_drift,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0114-sta::referential_drift::sev1::middle::1::single,evaluation-0114-sta,single,referential_drift,1,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0114-sta::referential_drift::sev1::middle::1::single,evaluation-0114-sta,single,referential_drift,1,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0096-sha::referential_drift::sev1::early::0::single,evaluation-0096-sha,single,referential_drift,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0096-sha::referential_drift::sev1::early::0::single,evaluation-0096-sha,single,referential_drift,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0096-sha::referential_drift::sev1::early::0::single,evaluation-0096-sha,single,referential_drift,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::truncation::sev1::late::1::parallel,evaluation-0079-sta,parallel,truncation,1,late,output_only,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::truncation::sev1::late::1::parallel,evaluation-0079-sta,parallel,truncation,1,late,sparse_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::truncation::sev1::late::1::parallel,evaluation-0079-sta,parallel,truncation,1,late,full_trace,aggregate,aggregate,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0080-ari::referential_drift::sev1::late::0::hierarchical,evaluation-0080-ari,hierarchical,referential_drift,1,late,output_only,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0080-ari::referential_drift::sev1::late::0::hierarchical,evaluation-0080-ari,hierarchical,referential_drift,1,late,sparse_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0080-ari::referential_drift::sev1::late::0::hierarchical,evaluation-0080-ari,hierarchical,referential_drift,1,late,full_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0088-con::timeout::sev1::middle::1::parallel,evaluation-0088-con,parallel,timeout,1,middle,output_only,worker-2,aggregate,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0088-con::timeout::sev1::middle::1::parallel,evaluation-0088-con,parallel,timeout,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0088-con::timeout::sev1::middle::1::parallel,evaluation-0088-con,parallel,timeout,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0091-sha::truncation::sev1::early::1::sequential,evaluation-0091-sha,sequential,truncation,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0091-sha::truncation::sev1::early::1::sequential,evaluation-0091-sha,sequential,truncation,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0091-sha::truncation::sev1::early::1::sequential,evaluation-0091-sha,sequential,truncation,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0116-sha::wrong_value::sev1::early::0::sequential,evaluation-0116-sha,sequential,wrong_value,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0116-sha::wrong_value::sev1::early::0::sequential,evaluation-0116-sha,sequential,wrong_value,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0116-sha::wrong_value::sev1::early::0::sequential,evaluation-0116-sha,sequential,wrong_value,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::timeout::sev1::late::1::sequential,evaluation-0106-sha,sequential,timeout,1,late,output_only,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0106-sha::timeout::sev1::late::1::sequential,evaluation-0106-sha,sequential,timeout,1,late,sparse_trace,step-3,step-2,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0106-sha::timeout::sev1::late::1::sequential,evaluation-0106-sha,sequential,timeout,1,late,full_trace,step-3,step-3,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::hierarchical,evaluation-0118-con,hierarchical,timeout,1,late,output_only,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::hierarchical,evaluation-0118-con,hierarchical,timeout,1,late,sparse_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0118-con::timeout::sev1::late::0::hierarchical,evaluation-0118-con,hierarchical,timeout,1,late,full_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0094-sta::truncation::sev1::middle::1::hierarchical,evaluation-0094-sta,hierarchical,truncation,1,middle,output_only,manager-0,root,7,5,0,0.2
E3_attribution_observability,E2::evaluation-0094-sta::truncation::sev1::middle::1::hierarchical,evaluation-0094-sta,hierarchical,truncation,1,middle,sparse_trace,manager-0,worker-0,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0094-sta::truncation::sev1::middle::1::hierarchical,evaluation-0094-sta,hierarchical,truncation,1,middle,full_trace,manager-0,worker-0,7,2,0,0.5
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::middle::1::sequential,evaluation-0063-con,sequential,wrong_value,1,middle,output_only,step-2,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::middle::1::sequential,evaluation-0063-con,sequential,wrong_value,1,middle,sparse_trace,step-2,step-0,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0063-con::wrong_value::sev1::middle::1::sequential,evaluation-0063-con,sequential,wrong_value,1,middle,full_trace,step-2,step-0,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev1::early::0::single,evaluation-0095-ari,single,truncation,1,early,output_only,step-0,step-3,4,3,0,0.3333333333333333
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev1::early::0::single,evaluation-0095-ari,single,truncation,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0095-ari::truncation::sev1::early::0::single,evaluation-0095-ari,single,truncation,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::wrong_value::sev2::late::0::hierarchical,evaluation-0079-sta,hierarchical,wrong_value,2,late,output_only,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::wrong_value::sev2::late::0::hierarchical,evaluation-0079-sta,hierarchical,wrong_value,2,late,sparse_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0079-sta::wrong_value::sev2::late::0::hierarchical,evaluation-0079-sta,hierarchical,wrong_value,2,late,full_trace,root,root,7,1,1,1.0
E3_attribution_observability,E2::evaluation-0101-sha::referential_drift::sev1::middle::0::parallel,evaluation-0101-sha,parallel,referential_drift,1,middle,output_only,worker-2,aggregate,5,4,0,0.25
E3_attribution_observability,E2::evaluation-0101-sha::referential_drift::sev1::middle::0::parallel,evaluation-0101-sha,parallel,referential_drift,1,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0101-sha::referential_drift::sev1::middle::0::parallel,evaluation-0101-sha,parallel,referential_drift,1,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::truncation::sev2::middle::1::parallel,evaluation-0113-con,parallel,truncation,2,middle,output_only,worker-2,aggregate,5,5,0,0.2
E3_attribution_observability,E2::evaluation-0113-con::truncation::sev2::middle::1::parallel,evaluation-0113-con,parallel,truncation,2,middle,sparse_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0113-con::truncation::sev2::middle::1::parallel,evaluation-0113-con,parallel,truncation,2,middle,full_trace,worker-2,worker-2,5,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::wrong_value::sev1::early::0::sequential,evaluation-0119-sta,sequential,wrong_value,1,early,output_only,step-0,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0119-sta::wrong_value::sev1::early::0::sequential,evaluation-0119-sta,sequential,wrong_value,1,early,sparse_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0119-sta::wrong_value::sev1::early::0::sequential,evaluation-0119-sta,sequential,wrong_value,1,early,full_trace,step-0,step-0,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0060-ari::truncation::sev2::middle::0::single,evaluation-0060-ari,single,truncation,2,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0060-ari::truncation::sev2::middle::0::single,evaluation-0060-ari,single,truncation,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0060-ari::truncation::sev2::middle::0::single,evaluation-0060-ari,single,truncation,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0112-evi::timeout::sev2::middle::0::single,evaluation-0112-evi,single,timeout,2,middle,output_only,step-2,step-3,4,2,0,0.5
E3_attribution_observability,E2::evaluation-0112-evi::timeout::sev2::middle::0::single,evaluation-0112-evi,single,timeout,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0112-evi::timeout::sev2::middle::0::single,evaluation-0112-evi,single,timeout,2,middle,full_trace,step-2,step-2,4,1,1,1.0
E3_attribution_observability,E2::evaluation-0111-sha::timeout::sev2::middle::0::sequential,evaluation-0111-sha,sequential,timeout,2,middle,output_only,step-2,step-3,4,4,0,0.25
E3_attribution_observability,E2::evaluation-0111-sha::timeout::sev2::middle::0::sequential,evaluation-0111-sha,sequential,timeout,2,middle,sparse_trace,step-2,step-2,4,1,1,1.0
